
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-26 14:38:48 /assets/vendor/quill/quill.bubble.css ............................................... ~ 11.18ms
  2024-10-26 14:38:48 /assets/vendor/remixicon/remixicon.css .............................................. ~ 13.75ms
  2024-10-26 14:38:48 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.47ms
  2024-10-26 14:38:48 /assets/css/style.css ................................................................ ~ 2.65ms
  2024-10-26 14:38:48 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 5.55ms
  2024-10-26 14:38:48 /assets/img/profile-img.jpg .......................................................... ~ 6.12ms
  2024-10-26 14:38:48 /assets/img/au_logo.jpg .............................................................. ~ 5.29ms
  2024-10-26 14:38:48 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 7.29ms
  2024-10-26 14:38:48 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.48ms
  2024-10-26 14:38:48 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.40ms
  2024-10-26 14:38:48 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.04ms
  2024-10-26 14:38:48 /assets/vendor/quill/quill.js ........................................................ ~ 5.91ms
  2024-10-26 14:38:48 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 8.05ms
  2024-10-26 14:38:48 /assets/vendor/echarts/echarts.min.js ............................................... ~ 11.39ms
  2024-10-26 14:38:48 /assets/js/main.js ................................................................... ~ 0.41ms
  2024-10-26 14:38:48 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.43ms
  2024-10-26 14:38:53 /ask-for-information/6 ................................................................... ~ 1s
  2024-10-26 14:38:53 ...................................................................................... ~ 1m 21s
  2024-10-26 14:40:14 /ask-for-information/6 ............................................................. ~ 501.85ms
  2024-10-26 14:40:14 /ask-for-information/6/edit .............................................................. ~ 4s
  2024-10-26 14:40:15 /assets/vendor/bootstrap/css/bootstrap.min.css ........................................... ~ 3s
  2024-10-26 14:40:18 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.84ms
  2024-10-26 14:40:18 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 8.27ms
  2024-10-26 14:40:18 /assets/vendor/quill/quill.snow.css ................................................. ~ 11.17ms
  2024-10-26 14:40:18 /assets/vendor/quill/quill.bubble.css ................................................ ~ 0.51ms
  2024-10-26 14:40:18 /assets/vendor/remixicon/remixicon.css ............................................... ~ 0.53ms
  2024-10-26 14:40:18 /assets/vendor/simple-datatables/style.css ........................................... ~ 2.55ms
  2024-10-26 14:40:18 /assets/css/style.css ................................................................ ~ 5.09ms
  2024-10-26 14:40:19 /assets/img/au_logo.jpg .............................................................. ~ 0.52ms
  2024-10-26 14:40:19 /assets/img/profile-img.jpg .......................................................... ~ 0.45ms
  2024-10-26 14:40:19 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.52ms
  2024-10-26 14:40:19 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.57ms
  2024-10-26 14:40:19 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 3.99ms
  2024-10-26 14:40:19 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.46ms
  2024-10-26 14:40:19 /assets/vendor/quill/quill.js ........................................................ ~ 0.64ms
  2024-10-26 14:40:19 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.93ms
  2024-10-26 14:40:19 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.94ms
  2024-10-26 14:40:19 /assets/vendor/php-email-form/validate.js ............................................ ~ 4.68ms
  2024-10-26 14:40:19 /assets/js/main.js ................................................................... ~ 8.61ms
  2024-10-26 14:40:19 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.46ms
  2024-10-26 14:40:19 /assets/img/logo.png ................................................................. ~ 0.49ms
  2024-10-26 14:40:20 /ask-for-information/6 ............................................................. ~ 514.91ms
  2024-10-26 14:40:20 /ask-for-information/6 .................................................................. ~ 42s
  2024-10-26 14:41:02 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 517.61ms
  2024-10-26 14:41:03 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 4.00ms
  2024-10-26 14:41:03 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.64ms
  2024-10-26 14:41:03 /assets/vendor/quill/quill.snow.css .................................................. ~ 8.82ms
  2024-10-26 14:41:03 /assets/vendor/quill/quill.bubble.css ............................................... ~ 12.38ms
  2024-10-26 14:41:03 /assets/vendor/remixicon/remixicon.css .............................................. ~ 12.33ms
  2024-10-26 14:41:03 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.76ms
  2024-10-26 14:41:03 /assets/css/style.css ................................................................ ~ 1.22ms
  2024-10-26 14:41:03 /assets/img/au_logo.jpg .............................................................. ~ 0.52ms
  2024-10-26 14:41:03 /assets/img/profile-img.jpg .......................................................... ~ 0.62ms
  2024-10-26 14:41:03 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 3.17ms
  2024-10-26 14:41:03 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 4.53ms
  2024-10-26 14:41:03 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 7.92ms
  2024-10-26 14:41:03 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.81ms
  2024-10-26 14:41:03 /assets/vendor/quill/quill.js ........................................................ ~ 0.63ms
  2024-10-26 14:41:03 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.42ms
  2024-10-26 14:41:03 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.53ms
  2024-10-26 14:41:03 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.82ms
  2024-10-26 14:41:03 /assets/js/main.js ................................................................... ~ 0.59ms
  2024-10-26 14:41:03 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.47ms
  2024-10-26 14:41:05 /ask-for-information/6/edit ........................................................ ~ 511.57ms
  2024-10-26 14:41:05 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 514.14ms
  2024-10-26 14:41:06 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.65ms
  2024-10-26 14:41:06 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 2.77ms
  2024-10-26 14:41:06 /assets/vendor/quill/quill.snow.css .................................................. ~ 4.96ms
  2024-10-26 14:41:06 /assets/vendor/quill/quill.bubble.css ................................................ ~ 7.41ms
  2024-10-26 14:41:06 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.90ms
  2024-10-26 14:41:06 /assets/vendor/simple-datatables/style.css ........................................... ~ 7.84ms
  2024-10-26 14:41:06 /assets/css/style.css ................................................................ ~ 0.61ms
  2024-10-26 14:41:06 /assets/img/au_logo.jpg .............................................................. ~ 3.50ms
  2024-10-26 14:41:06 /assets/img/profile-img.jpg .......................................................... ~ 5.94ms
  2024-10-26 14:41:06 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.54ms
  2024-10-26 14:41:06 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.73ms
  2024-10-26 14:41:06 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 1.20ms
  2024-10-26 14:41:06 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.42ms
  2024-10-26 14:41:06 /assets/vendor/quill/quill.js ........................................................ ~ 0.54ms
  2024-10-26 14:41:06 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.03ms
  2024-10-26 14:41:06 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.58ms
  2024-10-26 14:41:06 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.46ms
  2024-10-26 14:41:06 /assets/js/main.js ................................................................... ~ 0.48ms
  2024-10-26 14:41:06 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.51ms
  2024-10-26 14:41:10 /ask-for-information/6 ............................................................. ~ 503.70ms
  2024-10-26 14:41:10 /ask-for-information/list .......................................................... ~ 615.26ms
  2024-10-26 14:41:11 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 0.58ms
  2024-10-26 14:41:11 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.02ms
  2024-10-26 14:41:11 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.37ms
  2024-10-26 14:41:11 /assets/vendor/quill/quill.snow.css .................................................. ~ 7.48ms
  2024-10-26 14:41:11 /assets/vendor/quill/quill.bubble.css ................................................ ~ 7.57ms
  2024-10-26 14:41:11 /assets/vendor/remixicon/remixicon.css .............................................. ~ 11.15ms
